UniqueID;CICLO;ANIO;SEMESTRE;EDAD;SEXO;PROVINCIA;TIPOCOLEGIO;COLEEXC;COLPRE;COLPRIV;EXADMISION;ESCALA;MODALIDAD;DISTRITO;PROVINCIA;DEPARTAMENTO;DISTANCIA;FILOSOFIA;ACTIVIDADES;LENGUAJE;REALIDADNACIONAL;METODOSDEESTUDIO;INTRODUCCIONINGENIERIA;GEOMETRIAANALITICA;MATEMATICADISCRETA;APROBADO
303;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.267;14;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;16.902;13;0;3;11;6;11;8;11;0
304;20111;2011;1;16;1;1;PRIVADO RELIGIOSO;0;0;1;0.09;13;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;15.481;11;10;9;11;8;12;6;11;0
305;20111;2011;1;18;1;0;PRIVADO RELIGIOSO;0;0;1;0.418;13;CONCURSO ORDINARIO DE ADMISION;SANTIAGO DE SURCO;LIMA;LIMA;8.483;15;11;11;13;13;15;17;15;1
306;20111;2011;1;19;0;1;ESTATAL MILITAR;0;0;0;0.221;15;CONCURSO ORDINARIO DE ADMISION;CALLAO;CALLAO;CALLAO;20.284;12;13;10;9;7;11;7;5;0
307;20111;2011;1;16;1;0;ESTATAL;0;0;0;0.145;14;CONCURSO ORDINARIO DE ADMISION;LA MOLINA;LIMA;LIMA;1;0;0;1;5;1;2;0;0;0
308;20111;2011;1;17;1;0;PRIVADO RELIGIOSO;1;0;1;0.302;15;CONCURSO ORDINARIO DE ADMISION;PUEBLO LIBRE;LIMA;LIMA;12.623;11;0;7;11;6;7;2;3;0
309;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.269;15;CONCURSO ORDINARIO DE ADMISION;SAN ISIDRO;LIMA;LIMA;9.917;16;13;16;15;14;16;16;15;1
310;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.142;15;CONCURSO ORDINARIO DE ADMISION;VILLA EL SALVADOR;LIMA;LIMA;16.049;11;20;5;3;3;8;0;2;0
311;20111;2011;1;16;1;0;ESTATAL;0;0;0;0.189;15;CONCURSO ORDINARIO DE ADMISION;LA MOLINA;LIMA;LIMA;0.548;13;14;12;13;11;13;4;9;0
312;20111;2011;1;19;1;0;PRIVADO;0;0;1;0.28;14;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;8;0;5;8;2;3;3;3;0
314;20111;2011;1;18;1;1;PRIVADO RELIGIOSO;0;0;1;0.209;14;CONCURSO ORDINARIO DE ADMISION;RICARDO PALMA;HUAROCHIRI;LIMA;11;12;12;10;12;8;13;5;9;0
315;20111;2011;1;19;1;0;ESTATAL;0;0;0;0.318;15;CONCURSO ORDINARIO DE ADMISION;SAN MARTIN DE PORRES;LIMA;LIMA;18.376;16;16;12;13;13;14;12;15;1
317;20111;2011;1;17;1;0;ESTATAL;0;0;0;0.417;15;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;2.518;14;11;13;13;11;14;10;9;0
318;20111;2011;1;18;1;0;PRIVADO RELIGIOSO;0;0;1;0.291;14;CONCURSO ORDINARIO DE ADMISION;SURQUILLO;LIMA;LIMA;9.847;12;13;15;13;14;12;14;12;1
319;20111;2011;1;23;1;0;PRIVADO;0;0;1;0.24;14;CONCURSO ORDINARIO DE ADMISION;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;15.176;13;0;8;12;12;13;0;7;0
320;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.201;15;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;18.42;8;11;6;5;3;8;3;5;0
321;20111;2011;1;18;1;0;ESTATAL;0;0;0;0.373;12;CONCURSO ORDINARIO DE ADMISION;SANTIAGO DE SURCO;LIMA;LIMA;8.982;16;17;16;16;16;15;18;19;1
322;20111;2011;1;19;1;0;PRIVADO;0;0;1;0.196;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;12.791;12;7;9;5;6;6;3;3;0
324;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.206;13;CONCURSO ORDINARIO DE ADMISION;PUEBLO LIBRE;LIMA;LIMA;14.473;12;13;8;11;4;10;1;2;0
325;20111;2011;1;21;1;0;ESTATAL;0;0;0;0.376;13;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;1.498;15;15;15;15;13;14;15;15;1
326;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.28;13;CONCURSO ORDINARIO DE ADMISION;LURIN;LIMA;LIMA;20.266;10;16;9;5;4;9;1;3;0
327;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.214;15;CONCURSO ORDINARIO DE ADMISION;SAN BORJA;LIMA;LIMA;6.002;12;13;8;12;8;11;8;4;0
328;20111;2011;1;17;1;0;ESTATAL;0;0;0;0.35;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;14.781;14;16;8;11;10;6;10;13;0
329;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.08;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;11.507;9;4;5;7;4;3;1;3;0
330;20111;2011;1;17;1;0;PRIVADO;1;0;1;0.331;11;CONCURSO ORDINARIO DE ADMISION;LA MOLINA;LIMA;LIMA;5.011;11;0;6;12;9;8;1;3;0
331;20111;2011;1;19;1;1;PRIVADO;0;0;1;0.338;14;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;15;13;14;13;8;13;18;9;0
332;20111;2011;1;18;1;0;PRIVADO RELIGIOSO;0;0;1;0.238;13;CONCURSO ORDINARIO DE ADMISION;MAGDALENA DEL MAR;LIMA;LIMA;14.78;13;15;14;13;10;14;9;9;0
333;20111;2011;1;20;1;0;PRIVADO;0;0;1;0.153;14;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;11;8;1;5;3;5;2;0;3;0
334;20111;2011;1;18;1;1;PRIVADO RELIGIOSO;0;0;1;0.276;15;CONCURSO ORDINARIO DE ADMISION;PUEBLO LIBRE;LIMA;LIMA;16.145;13;16;13;12;11;12;10;11;0
335;20111;2011;1;17;0;0;PRIVADO;0;0;1;0.216;15;CONCURSO ORDINARIO DE ADMISION;INDEPENDENCIA;LIMA;LIMA;14.191;15;15;13;12;14;13;10;11;0
337;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.227;13;CONCURSO ORDINARIO DE ADMISION;SANTA ANITA;LIMA;LIMA;4.532;14;15;13;11;7;11;3;7;0
338;20111;2011;1;16;0;0;ESTATAL;0;0;0;0.131;15;CONCURSO ORDINARIO DE ADMISION;CALLAO;CALLAO;CALLAO;18.927;12;12;11;8;8;11;1;5;0
339;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.229;14;CONCURSO ORDINARIO DE ADMISION;SAN MIGUEL;LIMA;LIMA;17.038;13;12;10;11;4;11;2;5;0
340;20111;2011;1;19;1;0;PRE-UNIVERSITARIO;0;1;1;0.477;14;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;5;9;10;5;5;9;5;5;0
341;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.227;14;CONCURSO ORDINARIO DE ADMISION;BREÑA;LIMA;LIMA;12.5;11;16;11;11;10;13;3;5;0
343;20111;2011;1;16;1;0;ESTATAL;0;0;0;0.175;14;CONCURSO ORDINARIO DE ADMISION;SANTA ANITA;LIMA;LIMA;9.305;1;1;0;1;1;2;0;1;0
344;20111;2011;1;19;1;0;PRIVADO;0;0;1;0.197;11;CONCURSO ORDINARIO DE ADMISION;BELLAVISTA;CALLAO;CALLAO;18.946;0;1;2;1;0;4;1;3;0
345;20111;2011;1;20;1;0;ESTATAL;0;0;0;0.237;15;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;7;0;4;2;3;5;0;1;0
346;20111;2011;1;18;1;0;PRIVADO;0;0;1;0.283;15;CONCURSO ORDINARIO DE ADMISION;LIMA;LIMA;LIMA;14.605;14;14;10;13;10;13;9;12;0
347;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;1;1;1;0.204;11;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;4.881;11;12;10;7;7;8;2;1;0
351;20111;2011;1;18;1;0;ESTATAL;0;0;0;0.231;15;CONCURSO ORDINARIO DE ADMISION;COMAS;LIMA;LIMA;21.343;12;11;13;13;11;12;10;12;0
352;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.313;16;CONCURSO ORDINARIO DE ADMISION;RIMAC;LIMA;LIMA;9.967;14;17;13;12;11;13;0;4;0
353;20111;2011;1;17;0;0;PRIVADO;0;0;1;0.25;12;CONCURSO ORDINARIO DE ADMISION;CARABAYLLO;LIMA;LIMA;23.287;14;20;15;14;13;15;15;16;1
354;20111;2011;1;31;1;0;ESTATAL;0;0;0;0.172;15;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;12;12;11;13;9;13;1;3;0
355;20111;2011;1;18;1;0;NO ESCOLARIZADO;0;0;0;0.222;15;CONCURSO ORDINARIO DE ADMISION;CHORRILLOS;LIMA;LIMA;14.447;10;0;10;9;5;7;1;3;0
356;20111;2011;1;21;1;0;ESTATAL;0;0;0;0.317;15;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;18.219;14;13;9;15;9;12;0;1;0
357;20111;2011;1;17;1;0;ESTATAL;0;0;0;0.236;14;CONCURSO ORDINARIO DE ADMISION;INDEPENDENCIA;LIMA;LIMA;9.465;13;15;13;14;12;13;5;10;0
358;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.41;13;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;14;12;14;12;10;13;5;10;0
359;20111;2011;1;31;1;1;ESTATAL;0;0;0;0.231;15;CONCURSO ORDINARIO DE ADMISION;VILLA EL SALVADOR;LIMA;LIMA;16.354;12;15;9;14;11;14;12;10;0
360;20111;2011;1;19;1;0;ESTATAL;0;0;0;0.172;14;CONCURSO ORDINARIO DE ADMISION;RIMAC;LIMA;LIMA;9.269;8;10;4;10;9;6;4;7;0
361;20111;2011;1;20;1;0;PRE-UNIVERSITARIO;1;1;1;0.294;15;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;2.317;10;0;11;5;4;8;6;10;0
365;20111;2011;1;-1;1;0;PRIVADO;0;0;1;0.5724;14;EXONERADO CENTRO PREUNIVERSITARIO;CALLAO;CALLAO;CALLAO;18.44;14;15;15;14;10;14;9;11;0
366;20111;2011;1;-1;1;0;PRIVADO;0;0;1;0.4066;15;EXONERADO CENTRO PREUNIVERSITARIO;JESUS MARIA;LIMA;LIMA;11.477;13;11;12;15;11;15;14;11;1
367;20111;2011;1;16;1;0;ESTATAL;0;0;0;0.3984;15;EXONERADO CENTRO PREUNIVERSITARIO;SAN JUAN DE LURIGANCHO;LIMA;LIMA;8.608;13;13;9;10;10;11;3;6;0
369;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.537142857;13;EXONERADO POR CONVENIO DE EXCELENCIA;CHORRILLOS;LIMA;LIMA;12.356;12;11;9;11;11;11;5;7;0
370;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.462857143;14;EXONERADO POR CONVENIO DE EXCELENCIA;PUEBLO LIBRE;LIMA;LIMA;12.476;9;0;9;5;1;6;1;2;0
371;20111;2011;1;18;1;0;PRIVADO RELIGIOSO;0;0;1;0.321428571;15;EXONERADO POR CONVENIO DE EXCELENCIA;RIMAC;LIMA;LIMA;10.821;13;13;11;11;11;12;5;7;0
372;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.695714286;14;EXONERADO POR PRIMERA ALTERNATIVA;VENTANILLA;CALLAO;CALLAO;28.514;11;13;8;10;5;9;6;7;0
373;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.762142857;15;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;1.792;15;17;17;17;16;16;19;17;1
374;20111;2011;1;18;1;0;PRIVADO;0;0;1;0.633571429;13;EXONERADO POR PRIMERA ALTERNATIVA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;8.989;13;13;11;13;12;12;6;9;0
375;20111;2011;1;16;0;0;ESTATAL;0;0;0;0.401428571;16;EXONERADO POR PRIMERA ALTERNATIVA;SANTIAGO DE SURCO;LIMA;LIMA;10.634;8;10;6;5;4;8;1;3;0
376;20111;2011;1;17;0;0;PRIVADO RELIGIOSO;1;0;1;0.705;13;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;1;16;14;15;10;9;11;9;8;0
377;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.613571429;14;EXONERADO POR PRIMERA ALTERNATIVA;LA VICTORIA;LIMA;LIMA;8.714;11;20;11;11;10;12;2;8;0
378;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.824285714;13;EXONERADO POR PRIMERA ALTERNATIVA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;7.812;14;12;14;15;15;13;14;16;0
379;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.629285714;15;EXONERADO POR PRIMERA ALTERNATIVA;ATE;LIMA;LIMA;4.68;13;16;10;12;10;12;10;13;0
380;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.698571429;15;EXONERADO POR PRIMERA ALTERNATIVA;VENTANILLA;CALLAO;CALLAO;27.721;10;13;13;8;4;10;2;1;0
383;20111;2011;1;17;1;1;ESTATAL;0;0;0;0.677857143;15;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;0.336;14;12;10;14;14;11;6;9;0
384;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.709285714;14;EXONERADO POR PRIMERA ALTERNATIVA;SAN MARTIN DE PORRES;LIMA;LIMA;14.079;13;12;9;10;5;9;3;5;0
386;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.745714286;15;EXONERADO POR PRIMERA ALTERNATIVA;CHORRILLOS;LIMA;LIMA;16.715;12;14;11;10;8;11;5;9;0
387;20111;2011;1;17;0;0;PRE-UNIVERSITARIO;0;1;1;0.759285714;15;EXONERADO POR PRIMERA ALTERNATIVA;LOS OLIVOS;LIMA;LIMA;18.933;14;19;13;14;10;15;7;12;0
388;20111;2011;1;18;1;0;PRIVADO;0;0;1;0.452142857;13;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;11.853;11;9;9;11;9;12;1;3;0
389;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.679285714;15;EXONERADO POR PRIMERA ALTERNATIVA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;15.74;10;14;7;12;10;11;5;8;0
390;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.622142857;15;EXONERADO POR PRIMERA ALTERNATIVA;JESUS MARIA;LIMA;LIMA;11.829;12;14;7;11;6;8;0;6;0
391;20111;2011;1;17;0;0;PRE-UNIVERSITARIO;0;1;1;0.007142857;14;EXONERADO POR PRIMERA ALTERNATIVA;LA MOLINA;LIMA;LIMA;1.765;0;0;2;1;2;4;1;1;0
392;20111;2011;1;17;1;1;PRIVADO RELIGIOSO;0;0;1;0.620714286;15;EXONERADO POR PRIMERA ALTERNATIVA;BARRANCO;LIMA;LIMA;11.972;16;15;16;13;12;13;11;13;1
394;20111;2011;1;17;1;0;PRIVADO RELIGIOSO;1;0;1;0.639285714;13;EXONERADO POR PRIMERA ALTERNATIVA;PUEBLO LIBRE;LIMA;LIMA;14.168;13;13;13;14;8;13;1;3;0
395;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.065714286;11;EXONERADO POR PRIMERA ALTERNATIVA;LIMA;LIMA;LIMA;12.672;10;0;7;11;6;9;1;3;0
397;20111;2011;1;17;1;1;PRE-UNIVERSITARIO;0;1;1;0.675;16;EXONERADO POR PRIMERA ALTERNATIVA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;11.348;10;15;7;13;10;13;3;4;0
398;20111;2011;1;16;1;0;PRE-UNIVERSITARIO;0;1;1;0.794285714;13;EXONERADO POR PRIMERA ALTERNATIVA;CALLAO;CALLAO;CALLAO;18.663;14;11;11;11;8;12;5;10;0
399;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.727142857;14;EXONERADO POR PRIMERA ALTERNATIVA;ATE;LIMA;LIMA;2.65;15;16;16;16;15;14;16;17;1
400;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.705;14;EXONERADO POR PRIMERA ALTERNATIVA;MAGDALENA DEL MAR;LIMA;LIMA;14;14;15;11;11;6;12;4;8;0
401;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;1;1;1;0.636428571;13;EXONERADO POR PRIMERA ALTERNATIVA;SANTA ANITA;LIMA;LIMA;4.503;14;13;8;12;7;9;4;7;0
402;20111;2011;1;18;1;0;PRE-UNIVERSITARIO;0;1;1;0.687857143;13;EXONERADO POR PRIMERA ALTERNATIVA;COMAS;LIMA;LIMA;18.292;13;18;9;7;4;8;4;8;0
403;20111;2011;1;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.073571429;13;EXONERADO POR PRIMERA ALTERNATIVA;SAN MARTIN DE PORRES;LIMA;LIMA;19.63;12;12;11;11;8;13;5;8;0
404;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.080714286;15;EXONERADO POR PRIMERA ALTERNATIVA;PUEBLO LIBRE;LIMA;LIMA;13.317;13;13;15;15;12;13;7;11;0
405;20111;2011;1;17;0;1;ESTATAL;0;0;0;0.754285714;13;EXONERADO POR PRIMERA ALTERNATIVA;VILLA RICA;OXAPAMPA;PASCO;11;15;17;14;15;15;15;10;13;0
406;20111;2011;1;17;0;0;PRIVADO;0;0;1;0.712857143;15;EXONERADO POR PRIMERA ALTERNATIVA;RIMAC;LIMA;LIMA;11.208;13;12;16;14;13;15;11;10;0
407;20111;2011;1;18;0;0;OTROS;0;0;0;0.667142857;15;EXONERADO POR PRIMERA ALTERNATIVA;SAN LUIS;LIMA;LIMA;6.921;13;15;15;12;13;12;9;9;0
408;20111;2011;1;16;1;1;PRIVADO RELIGIOSO;1;0;1;0.775;13;EXONERADO POR PRIMERA ALTERNATIVA;HUACHO;HUAURA;LIMA;11;8;0;6;8;6;5;4;5;0
410;20111;2011;1;17;1;0;PRIVADO RELIGIOSO;0;0;1;0.585;14;EXONERADO POR PRIMERA ALTERNATIVA;SAN MIGUEL;LIMA;LIMA;17.171;8;13;10;11;7;11;2;2;0
411;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.646428571;13;EXONERADO POR PRIMERA ALTERNATIVA;SAN MIGUEL;LIMA;LIMA;15.266;13;11;7;8;2;7;2;6;0
412;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.505;14;EXONERADO POR PRIMERA ALTERNATIVA;BREÑA;LIMA;LIMA;14.584;12;13;11;12;8;12;2;2;0
415;20111;2011;1;17;0;0;PRE-UNIVERSITARIO;0;1;1;0.377142857;15;EXONERADO TERCIO SUPERIOR;BELLAVISTA;CALLAO;CALLAO;14.063;16;14;16;15;13;15;14;13;1
416;20111;2011;1;17;1;0;PRIVADO;0;0;1;0.598571429;14;EXONERADO TERCIO SUPERIOR;COMAS;LIMA;LIMA;18.168;15;15;15;14;10;12;14;14;0
417;20111;2011;1;16;1;0;PRIVADO;0;0;1;0.592857143;14;EXONERADO TERCIO SUPERIOR;BREÑA;LIMA;LIMA;11.25;14;15;14;12;11;12;11;11;1
431;20112;2011;2;18;1;0;ESTATAL;0;0;0;0.34;15;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;1;1;2;0;0;0;4;1;0
432;20112;2011;2;19;1;1;PRIVADO;0;0;1;0.431;14;CONCURSO ORDINARIO DE ADMISION;LA VICTORIA;LIMA;LIMA;8.425;12;0;5;5;1;3;15;10;0
433;20112;2011;2;18;1;0;PRIVADO;0;0;1;0.197;14;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;2;2;2;1;4;4;0;1;0
434;20112;2011;2;16;0;0;PRIVADO;0;0;1;0.136;13;CONCURSO ORDINARIO DE ADMISION;LA VICTORIA;LIMA;LIMA;8.151;11;6;6;9;8;10;1;2;0
436;20112;2011;2;18;1;0;PRIVADO;0;0;1;0.097;14;CONCURSO ORDINARIO DE ADMISION;LIMA;LIMA;LIMA;7.598;13;12;12;10;8;11;3;5;0
437;20112;2011;2;16;1;1;PRIVADO;0;0;1;0.227;14;CONCURSO ORDINARIO DE ADMISION;ANDAHUAYLAS;ANDAHUAYLAS;APURIMAC;11;1;0;2;2;0;3;1;2;0
438;20112;2011;2;17;1;0;PRIVADO;0;0;1;0.149;14;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;15.741;11;14;11;11;9;12;2;5;0
439;20112;2011;2;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.227;14;CONCURSO ORDINARIO DE ADMISION;ATE;LIMA;LIMA;5.348;14;13;15;13;12;13;8;11;0
440;20112;2011;2;19;1;0;ESTATAL;0;0;0;0.206;15;CONCURSO ORDINARIO DE ADMISION;CARMEN DE LA LEGUA REYNOSO;CALLAO;CALLAO;15.77;7;15;11;9;8;11;1;2;0
441;20112;2011;2;17;1;0;PRIVADO RELIGIOSO;0;0;1;0.17;13;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;12;13;7;3;6;5;1;4;0
442;20112;2011;2;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.351;12;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;3;7;4;3;1;0;2;6;0
443;20112;2011;2;17;1;1;ESTATAL;0;0;0;0.185;14;CONCURSO ORDINARIO DE ADMISION;SANTA ANITA;LIMA;LIMA;4.134;12;11;7;11;7;12;9;3;0
444;20112;2011;2;18;1;0;PRIVADO;0;0;1;0.335;15;CONCURSO ORDINARIO DE ADMISION;HUAROCHIRI;HUAROCHIRI;LIMA;11;13;13;11;13;9;13;1;3;0
445;20112;2011;2;16;1;0;PRIVADO;0;0;1;0.281;14;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;18.829;13;11;14;12;10;11;6;9;0
446;20112;2011;2;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.321;13;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;15;2;13;11;9;11;11;10;0
448;20112;2011;2;17;1;0;PRE-UNIVERSITARIO;0;1;1;0.496;13;CONCURSO ORDINARIO DE ADMISION;EL AGUSTINO;LIMA;LIMA;6.731;17;18;16;13;13;13;18;16;1
449;20112;2011;2;18;1;0;ESTATAL RELIGIOSO;0;0;0;0.43;15;CONCURSO ORDINARIO DE ADMISION;LOS OLIVOS;LIMA;LIMA;16.438;14;18;14;13;12;14;14;12;1
452;20112;2011;2;19;1;0;PRE-UNIVERSITARIO;1;1;1;0.252;14;CONCURSO ORDINARIO DE ADMISION;NA;NA;NA;11;6;5;8;3;5;9;6;8;0
453;20112;2011;2;18;1;0;PRE-UNIVERSITARIO;0;1;1;0.564;14;CONCURSO ORDINARIO DE ADMISION;SURQUILLO;LIMA;LIMA;9.86;16;16;15;15;14;14;17;14;1
454;20112;2011;2;23;1;0;PRIVADO;0;0;1;0.226;14;CONCURSO ORDINARIO DE ADMISION;SAN MARTIN DE PORRES;LIMA;LIMA;14.556;16;15;12;15;15;14;12;11;1
455;20112;2011;2;16;0;0;PRIVADO;0;0;1;0.332;15;CONCURSO ORDINARIO DE ADMISION;PUEBLO LIBRE;LIMA;LIMA;12.895;14;13;15;12;11;14;7;7;0
456;20112;2011;2;18;0;0;PRE-UNIVERSITARIO;0;1;1;0.288;14;CONCURSO ORDINARIO DE ADMISION;CALLAO;CALLAO;CALLAO;19.349;11;18;12;12;11;13;4;7;0
457;20112;2011;2;19;0;0;PRIVADO;0;0;1;0.246;14;CONCURSO ORDINARIO DE ADMISION;LA VICTORIA;LIMA;LIMA;8.799;9;13;7;7;3;7;1;2;0
458;20112;2011;2;16;1;0;PRE-UNIVERSITARIO;1;1;1;0.438;13;CONCURSO ORDINARIO DE ADMISION;VILLA EL SALVADOR;LIMA;LIMA;16.049;12;0;5;13;6;12;10;8;0
459;20112;2011;2;18;1;0;ESTATAL;0;0;0;0.275;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE LURIGANCHO;LIMA;LIMA;8.096;13;15;11;11;11;12;2;6;0
460;20112;2011;2;17;1;0;PRIVADO;0;0;1;0.225;15;CONCURSO ORDINARIO DE ADMISION;SAN JUAN DE MIRAFLORES;LIMA;LIMA;11.879;12;11;11;9;6;10;2;5;0
461;20112;2011;2;17;1;0;ESTATAL;0;0;0;0.316;15;CONCURSO ORDINARIO DE ADMISION;BELLAVISTA;CALLAO;CALLAO;17.039;15;12;16;14;14;16;15;16;1
